name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
MASTER'S THESIS,92407,MAE,699,27,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Konstantinos Kanistras
MASTER'S THESIS,92408,MAE,699,29,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David Brian Landrum
MASTER'S THESIS,92409,MAE,699,30,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David Brian Landrum
MASTER'S THESIS,92410,MAE,699,31,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92411,MAE,699,32,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92412,MAE,699,33,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92414,MAE,699,35,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mark W Lin
MASTER'S THESIS,92415,MAE,699,37,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,92416,MAE,699,38,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
DOCTORAL DISSERTATION,92417,MAE,799,24,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Chang-Kwon Kang
DOCTORAL DISSERTATION,92418,MAE,799,25,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Konstantinos Kanistras
DOCTORAL DISSERTATION,92419,MAE,799,26,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Konstantinos Kanistras
MASTER'S THESIS,92420,MAE,699,39,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
DOCTORAL DISSERTATION,92421,MAE,799,27,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Konstantinos Kanistras
MASTER'S THESIS,92422,MAE,699,41,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,92423,MAE,699,43,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
MASTER'S THESIS,92425,MAE,699,44,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,92426,MAE,799,29,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David Brian Landrum
MASTER'S THESIS,92427,MAE,699,45,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
MASTER'S THESIS,92428,MAE,699,46,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,92429,MAE,799,30,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David Brian Landrum
MASTER'S THESIS,92430,MAE,699,48,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,92431,MAE,799,31,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92432,MAE,699,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92433,MAE,799,32,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92434,MAE,699,50,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92435,MAE,799,33,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
DOCTORAL DISSERTATION,92436,MAE,799,35,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mark W Lin
MASTER'S THESIS,92437,MAE,699,51,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92438,MAE,799,37,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,92439,MAE,699,52,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,92440,MAE,799,38,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,92441,MAE,699,54,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Babak B Shotorban
MASTER'S THESIS,92442,MAE,699,56,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,92443,MAE,799,39,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,92444,MAE,699,57,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,92445,MAE,799,41,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason R Mayeur
DOCTORAL DISSERTATION,92446,MAE,799,43,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,92447,MAE,799,44,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,92448,MAE,799,45,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,92449,MAE,799,46,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,92451,MAE,799,48,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sarma L Rani
MASTER'S THESIS,92452,MAE,699,58,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92453,MAE,699,60,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92454,MAE,699,62,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
MASTER'S THESIS,92455,MAE,699,63,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
MASTER'S THESIS,92456,MAE,699,64,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
MASTER'S THESIS,92457,MAE,699,65,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
MASTER'S THESIS,92458,MAE,699,67,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92459,MAE,699,68,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason T Cassibry
MASTER'S THESIS,92460,MAE,699,69,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Farbod Fahimi
MASTER'S THESIS,92461,MAE,699,70,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Robert Frederick
MASTER'S THESIS,92462,MAE,699,71,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kader Frendi
MASTER'S THESIS,92463,MAE,699,73,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Donald Keith Hollingsworth
MASTER'S THESIS,92464,MAE,699,75,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Konstantinos Kanistras
MASTER'S THESIS,92465,MAE,699,76,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David Brian Landrum
MASTER'S THESIS,92466,MAE,699,77,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip M Ligrani
MASTER'S THESIS,92467,MAE,699,78,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mark W Lin
MASTER'S THESIS,92468,MAE,699,79,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,92469,MAE,699,80,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,92470,MAE,699,81,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,George J Nelson
MASTER'S THESIS,92471,MAE,699,82,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sarma L Rani
MASTER'S THESIS,92472,MAE,699,83,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
MASTER'S THESIS,92473,MAE,699,84,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Babak B Shotorban
MASTER'S THESIS,92474,MAE,699,85,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Gang Wang
MASTER'S THESIS,92475,MAE,699,86,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92476,MAE,699,87,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
MASTER'S THESIS,92477,MAE,699,88,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,92484,MAE,799,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92485,MAE,799,50,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92486,MAE,799,51,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,92487,MAE,799,52,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,92488,MAE,799,54,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,92489,MAE,799,56,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,92490,MAE,799,57,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,92491,MAE,799,58,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92492,MAE,799,59,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92493,MAE,799,60,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92494,MAE,799,61,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,92495,MAE,799,62,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,92496,MAE,799,63,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,92497,MAE,799,64,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,92498,MAE,799,65,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,92499,MAE,799,66,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Guangsheng Zhang
AP EH LI VI:PRACTICUM TESOL,92505,EHL,610,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Andrea G Word-Allbritton
MASTER'S THESIS,92510,CS,699,13,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Letha H Etzkorn
DOCTORAL DISSERTATION,92514,ISE,799,40,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Lawrence D Thomas
DOCTORAL DISSERTATION,92522,OSE,799,1,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Seyed M Sadeghi
INTRO TO PROBABILITY & STATIST,92523,MA,385,4,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,218,Michael J Smith
PRECALCULUS ALGEBRA & TRIG,92524,MA,115,1,Fall 2019,4,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Shelley A Lenahan
INSTRUCTIONAL STRATEGIES,92526,EDC,511,1,Fall 2019,3,9:40 AM,12:40 PM,M,Aug 21 2019,Dec 13 2019,Roberts Hall,325,Frances A Hamilton
PSYCHOPATHOLOGY,92527,PY,435,1,Fall 2019,3,6:00 PM,7:20 PM,MW,Aug 21 2019,Dec 13 2019,Roberts Hall,412,Dana Whitson Hampson
CHARGER SUCCESS,92529,FYE,101B,1,Fall 2019,1,9:40 AM,10:35 AM,MW,Aug 21 2019,Oct 09 2019,Business Administration Bldg,207,Jennifer B Pettitt
CHARGER SUCCESS,92530,FYE,101B,2,Fall 2019,1,8:25 AM,9:20 AM,TR,Aug 21 2019,Oct 09 2019,Business Administration Bldg,216,Jean M Brown
CHARGER SUCCESS,92531,FYE,101B,3,Fall 2019,1,10:05 AM,11:00 AM,MW,Aug 21 2019,Oct 09 2019,Business Administration Bldg,228,Wafa H Orman
CHARGER SUCCESS,92532,FYE,101B,4,Fall 2019,1,2:40 PM,3:35 PM,TR,Aug 21 2019,Oct 09 2019,Business Administration Bldg,229,Sophia V Marinova
DRAWING: INTRODUCTION,92533,ARS,260,2,Fall 2019,3,11:30 AM,2:00 PM,TR,Aug 21 2019,Dec 13 2019,Wilson Hall,238,Robert E Bean
FOUNDATIONS OF MATH,92535,MA,330,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Claudio H Morales
STUDIO INSTR-PIANO,92536,MUA,231,2,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ingrid E Weaver
AERODYNAMICS LAB,92537,MAE,331,1,Fall 2019,1,7:40 PM,10:35 PM,M,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92538,MAE,331,2,Fall 2019,1,7:40 PM,10:35 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92539,MAE,331,3,Fall 2019,1,8:00 AM,10:55 AM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92540,MAE,331,4,Fall 2019,1,8:00 AM,10:55 AM,R,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92541,MAE,331,5,Fall 2019,1,1:00 PM,3:55 PM,M,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92542,MAE,331,6,Fall 2019,1,1:00 PM,3:55 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92543,MAE,331,7,Fall 2019,1,1:00 PM,3:55 PM,R,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
AERODYNAMICS LAB,92544,MAE,331,8,Fall 2019,1,1:00 PM,3:55 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Konstantinos Kanistras
HEAT & MASS TRANSFER LAB,92545,MAE,451,1,Fall 2019,1,7:40 PM,10:35 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
HEAT & MASS TRANSFER LAB,92546,MAE,451,2,Fall 2019,1,7:40 PM,10:35 PM,R,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
HEAT & MASS TRANSFER LAB,92547,MAE,451,3,Fall 2019,1,8:00 AM,10:55 AM,M,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
HEAT & MASS TRANSFER LAB,92548,MAE,451,4,Fall 2019,1,8:00 AM,10:55 AM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
HEAT & MASS TRANSFER LAB,92549,MAE,451,5,Fall 2019,1,8:00 AM,10:55 AM,F,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
HEAT & MASS TRANSFER LAB,92550,MAE,451,6,Fall 2019,1,1:00 PM,3:55 PM,F,Aug 21 2019,Dec 13 2019,Technology Hall,N119,Guangsheng Zhang
MECHANICS OF MATERIALS LAB,92551,MAE,375,1,Fall 2019,1,7:40 PM,10:35 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92552,MAE,375,2,Fall 2019,1,7:40 PM,10:35 PM,M,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92553,MAE,375,3,Fall 2019,1,7:40 PM,10:35 PM,R,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92554,MAE,375,4,Fall 2019,1,1:30 PM,4:25 PM,F,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92555,MAE,375,5,Fall 2019,1,7:40 PM,10:35 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N277,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92556,MAE,375,6,Fall 2019,1,1:00 PM,3:55 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92557,MAE,375,7,Fall 2019,1,8:00 AM,10:55 AM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92558,MAE,375,8,Fall 2019,1,8:00 AM,10:55 AM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92562,CE,375,1,Fall 2019,1,7:40 PM,10:35 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92563,CE,375,2,Fall 2019,1,7:40 PM,10:35 PM,M,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92564,CE,375,3,Fall 2019,1,7:40 PM,10:35 PM,R,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92565,CE,375,4,Fall 2019,1,1:30 PM,4:25 PM,F,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92566,CE,375,5,Fall 2019,1,7:40 PM,10:35 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,92567,CE,375,6,Fall 2019,1,1:00 PM,3:55 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N227,Judith Ann Schneider
INDEPENDENT PROJECTS,92569,ARS,495,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kathryn J Johnson
PROSEMINAR:COGNITIVE,92570,PY,602,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Jeffrey S Neuschatz
HONORS: CALCULUS B,92571,MA,172,H5,Fall 2019,4,8:00 AM,8:55 AM,MTWF,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,216,Jessica Ford Tischler
HONORS: CALCULUS B,92572,MA,172,H6,Fall 2019,4,9:40 AM,10:35 AM,MWF,Aug 21 2019,Dec 13 2019,Optics Building,234,Paulette Renee Bergstue
HONORS: CALCULUS B,92572,MA,172,H6,Fall 2019,4,9:40 AM,10:35 AM,T,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,103,Paulette Renee Bergstue
DNP PROJECT,92574,NUR,739,28,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Angela G Hollingsworth
DNP PROJECT,92575,NUR,739,29,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Sharon S Coffey
ST: FUNDAMENTALS OF ROBOTICS,92577,EE,410,2,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Engineering Building,240,John Piccirillo
ST: FUNDAMENTALS OF ROBOTICS,92582,EE,510,2,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Engineering Building,240,John Piccirillo
CHARGER SUCCESS,92585,FYE,101G,1,Fall 2019,1,11:20 AM,12:15 PM,T,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Susan Friedman
CHARGER SUCCESS,92586,FYE,101G,2,Fall 2019,1,1:00 PM,1:55 PM,R,Aug 21 2019,Dec 13 2019,Business Administration Bldg,224,Karen J Baker
INTRO HEALTH PROFESSIONS,92587,BYS,100,1,Fall 2019,1,1:00 PM,1:55 PM,F,Aug 21 2019,Dec 13 2019,Business Administration Bldg,114,Paul G Wolf
MATERIALS SCIENCE SEMINAR,92588,MTS,780,1,Fall 2019,1,1:45 PM,3:30 PM,F,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Judith Ann Schneider
MATERIALS SCIENCE SEMINAR,92589,MTS,780,2,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Judith Ann Schneider
DOCTORAL DISSERTATION,92590,BSE,799,31,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Matthew L Niemiller
DOCTORAL DISSERTATION,92591,BSE,799,32,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Matthew L Niemiller
DOCTORAL DISSERTATION,92592,BSE,799,33,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Matthew L Niemiller
INTRO TO BRAILLE,92593,EDC,654,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Derrick W Smith
DOCTORAL DISSERTATION,92595,MOD,799,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
ST:CHAR HETEROGEN CATALYSTS,92599,CHE,659,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Yu Lei
DOCTORAL DISSERTATION,92601,OSE,799,2,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Lingze Duan
DOCTORAL DISSERTATION,92603,CS,799,48,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Chao Peng
DOCTORAL DISSERTATION,92604,CS,799,46,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Chao Peng
DOCTORAL DISSERTATION,92605,CS,799,47,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Haeyong Chung
RESEARCH EXERCISE SCIENCE I,92606,KIN,451,2,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Wilson Hall,159,Ryan T Conners
READINGS LITERATURE/CULTURE I,92607,EH,207,10,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,William J Taylor
MACHINE LEARNING,92608,CS,640,1,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Technology Hall,N326,Heggere S Ranganath
INTRO TO ENGLISH MAJOR & MINOR,92609,EH,305,2,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Jeffrey N Nelson
ST: CORRIDOR ANALYSIS,92612,CE,659,4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Michael D Anderson
ANTENNA DESIGN & ANALYSIS,92614,EE,421,1,Fall 2019,3,9:40 AM,11:00 AM,TR,Aug 21 2019,Dec 13 2019,Engineering Building,240,Z Maria Pour
LASERS,92615,OSE,645,1,Fall 2019,3,8:00 AM,9:20 AM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,102,Seyed M Sadeghi
INTRO QUANTUM MECHANICS I,92616,OSE,555,1,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,102,Don A Gregory
ST: TOP IN FUNC ANALYSIS,92617,MA,490,2,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,258S,TBA
COMPUTER FORENSICS,92618,IS,463,2,Fall 2019,3,6:00 PM,8:40 PM,W,Aug 21 2019,Dec 13 2019,Business Administration Bldg,211,Jae Hong Park
STUDIO INSTR-PIANO,92620,MUA,331,4,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip K Taylor
CHARGER SUCCESS,92622,FYE,101E,1,Fall 2019,1,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,239,Jennifer M English
CHARGER SUCCESS,92623,FYE,101E,2,Fall 2019,1,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Engineering Building,207,Jennifer M English
CHARGER SUCCESS,92624,FYE,101E,3,Fall 2019,1,9:40 AM,11:00 AM,TR,Aug 21 2019,Dec 13 2019,Student Services Building,201,Jennifer M English
