name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
MASTER'S THESIS,10708,MAE,699,30,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Phillip M Ligrani
DIG SIGNAL PROCESS LAB,10709,EE,384,2,Spring 2020,1,11:20 AM,12:40 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,109,Laurie L Joiner
MASTER'S THESIS,10710,MAE,699,31,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
DIG SIGNAL PROCESS LAB,10711,EE,384,3,Spring 2020,1,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,109,Laurie L Joiner
MASTER'S THESIS,10712,MAE,699,32,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
MASTER'S THESIS,10713,MAE,699,33,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
MASTER'S THESIS,10714,MAE,699,34,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,10715,MAE,699,35,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,10716,MAE,699,36,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
MASTER'S THESIS,10717,MAE,699,37,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,10718,MAE,699,38,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,10719,MAE,699,39,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,10720,MAE,699,40,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
MASTER'S THESIS,10721,MAE,699,41,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
MASTER'S THESIS,10722,MAE,699,42,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
MASTER'S THESIS,10723,MAE,699,43,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
MASTER'S THESIS,10724,MAE,699,44,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
MASTER'S THESIS,10725,MAE,699,45,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
MASTER'S THESIS,10726,MAE,699,46,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
MASTER'S THESIS,10727,MAE,699,47,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
MASTER'S THESIS,10728,MAE,699,48,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
MASTER'S THESIS,10729,MAE,699,49,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
MASTER'S THESIS,10730,MAE,699,50,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
MASTER'S THESIS,10731,MAE,699,51,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
MASTER'S THESIS,10732,MAE,699,52,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
MASTER'S THESIS,10733,MAE,699,53,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
MASTER'S THESIS,10734,MAE,699,54,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
MASTER'S THESIS,10735,MAE,699,55,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
MASTER'S THESIS,10736,MAE,699,56,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
MASTER'S THESIS,10737,MAE,699,57,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
MASTER'S THESIS,10738,MAE,699,58,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
MASTER'S THESIS,10739,MAE,699,59,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
MASTER'S THESIS,10740,MAE,699,60,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
MASTER'S THESIS,10741,MAE,699,61,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
MASTER'S THESIS,10742,MAE,699,62,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
MASTER'S THESIS,10743,MAE,699,63,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,10744,MAE,799,1,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason T Cassibry
DOCTORAL DISSERTATION,10745,MAE,799,2,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason T Cassibry
DOCTORAL DISSERTATION,10746,MAE,799,3,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason T Cassibry
DOCTORAL DISSERTATION,10747,MAE,799,4,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Farbod Fahimi
DOCTORAL DISSERTATION,10748,MAE,799,5,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Farbod Fahimi
DOCTORAL DISSERTATION,10749,MAE,799,6,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Farbod Fahimi
DOCTORAL DISSERTATION,10750,MAE,799,7,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Robert Frederick
DOCTORAL DISSERTATION,10751,MAE,799,8,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Robert Frederick
DOCTORAL DISSERTATION,10752,MAE,799,9,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Robert Frederick
DOCTORAL DISSERTATION,10753,MAE,799,10,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kader Frendi
DOCTORAL DISSERTATION,10754,MAE,799,11,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kader Frendi
DOCTORAL DISSERTATION,10755,MAE,799,12,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kader Frendi
DOCTORAL DISSERTATION,10756,MAE,799,13,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kavan Hazeli
DOCTORAL DISSERTATION,10757,MAE,799,14,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kavan Hazeli
DOCTORAL DISSERTATION,10758,MAE,799,15,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kavan Hazeli
DOCTORAL DISSERTATION,10759,MAE,799,16,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Donald Keith Hollingsworth
DOCTORAL DISSERTATION,10760,MAE,799,17,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Donald Keith Hollingsworth
DOCTORAL DISSERTATION,10761,MAE,799,18,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Donald Keith Hollingsworth
DOCTORAL DISSERTATION,10762,MAE,799,19,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Chang-Kwon Kang
DOCTORAL DISSERTATION,10763,MAE,799,20,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Chang-Kwon Kang
DOCTORAL DISSERTATION,10764,MAE,799,21,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Chang-Kwon Kang
DOCTORAL DISSERTATION,10765,MAE,799,22,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Konstantinos Kanistras
DOCTORAL DISSERTATION,10766,MAE,799,23,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Konstantinos Kanistras
DOCTORAL DISSERTATION,10767,MAE,799,24,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Konstantinos Kanistras
DOCTORAL DISSERTATION,10768,MAE,799,25,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,David Brian Landrum
DOCTORAL DISSERTATION,10769,MAE,799,26,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,David Brian Landrum
DOCTORAL DISSERTATION,10770,MAE,799,27,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,David Brian Landrum
DOCTORAL DISSERTATION,10771,MAE,799,28,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Phillip M Ligrani
DOCTORAL DISSERTATION,10772,MAE,799,29,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Phillip M Ligrani
DOCTORAL DISSERTATION,10773,MAE,799,30,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Phillip M Ligrani
DOCTORAL DISSERTATION,10774,MAE,799,31,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
DOCTORAL DISSERTATION,10775,MAE,799,32,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
DOCTORAL DISSERTATION,10776,MAE,799,33,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Mark W Lin
DOCTORAL DISSERTATION,10777,MAE,799,34,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
DOCTORAL DISSERTATION,10778,MAE,799,35,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
DOCTORAL DISSERTATION,10779,MAE,799,36,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Shankar Mahalingam
DOCTORAL DISSERTATION,10780,MAE,799,37,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
DOCTORAL DISSERTATION,10781,MAE,799,38,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
DOCTORAL DISSERTATION,10782,MAE,799,39,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Jason R Mayeur
DOCTORAL DISSERTATION,10783,MAE,799,40,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,10784,MAE,799,41,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,10785,MAE,799,42,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,George J Nelson
DOCTORAL DISSERTATION,10786,MAE,799,43,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,10787,MAE,799,44,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,10788,MAE,799,45,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Sarma L Rani
DOCTORAL DISSERTATION,10789,MAE,799,46,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,10790,MAE,799,47,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,10791,MAE,799,48,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Judith Ann Schneider
DOCTORAL DISSERTATION,10792,MAE,799,49,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,10793,MAE,799,50,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,10794,MAE,799,51,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Babak B Shotorban
DOCTORAL DISSERTATION,10795,MAE,799,52,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,10796,MAE,799,53,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,10797,MAE,799,54,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Gang Wang
DOCTORAL DISSERTATION,10798,MAE,799,55,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
DOCTORAL DISSERTATION,10799,MAE,799,56,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
DOCTORAL DISSERTATION,10800,MAE,799,57,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Francis C Wessling
DOCTORAL DISSERTATION,10801,MAE,799,58,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,10802,MAE,799,59,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,10803,MAE,799,60,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Kunning G Xu
DOCTORAL DISSERTATION,10804,MAE,799,61,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,10805,MAE,799,62,Spring 2020,6,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
DOCTORAL DISSERTATION,10806,MAE,799,63,Spring 2020,9,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Guangsheng Zhang
RANDOM SIGNALS & NOISE,10807,EE,385,1,Spring 2020,3,2:40 PM,4:00 PM,MW,Jan 06 2020,Apr 29 2020,Materials Science Building,113,Wendi Pan
INTRO CONTROL/ROBOTIC SYS,10808,EE,386,1,Spring 2020,3,11:20 AM,12:40 PM,MW,Jan 06 2020,Apr 29 2020,Business Administration Bldg,121,Ashley N Hunt
ST: FUNDAMNTLS PHOTOVOLTAICS,10809,EE,410,2,Spring 2020,3,9:40 AM,11:00 AM,MW,Jan 06 2020,Apr 29 2020,Engineering Building,134,Biswajit Ray
ELECTRIC POWER SYSTEM,10810,EE,411,1,Spring 2020,3,11:20 AM,12:40 PM,TR,Jan 06 2020,Apr 29 2020,Materials Science Building,104,Ravi S Gorur
ANALOG & DIGITAL FILTER DESIGN,10811,EE,414,1,Spring 2020,3,9:40 AM,11:00 AM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,135,Laurie L Joiner
ELECTRONICS II,10812,EE,416,1,Spring 2020,3,4:20 PM,5:40 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,240,Casey A Cain
COMMUNICATION THEORY,10813,EE,426,1,Spring 2020,3,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,135,Fat D Ho
OPTICAL FIBER COMMUNICA,10814,EE,454,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Shelby Science & Technology Ct,216,Junpeng Guo
EE DESIGN PROJECTS,10815,EE,494,1,Spring 2020,3,2:40 PM,5:40 PM,F,Jan 06 2020,Apr 29 2020,Shelby Science & Technology Ct,121,Dennis W Hite
COMMUNICATION THEORY,10816,EE,506,1,Spring 2020,3,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,135,Fat D Ho
ST: ELECTRIC POWER SYSTEMS,10817,EE,510,1,Spring 2020,3,11:20 AM,12:40 PM,TR,Jan 06 2020,Apr 29 2020,Materials Science Building,104,Ravi S Gorur
ST: FUNDAMENTLS PHOTOVOLTAICS,10818,EE,510,2,Spring 2020,3,9:40 AM,11:00 AM,MW,Jan 06 2020,Apr 29 2020,Engineering Building,134,Biswajit Ray
ST: ELECTRONICS II,10819,EE,510,3,Spring 2020,3,4:20 PM,5:40 PM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,240,Casey A Cain
ANALOG AND DIGITAL,10820,EE,514,1,Spring 2020,3,9:40 AM,11:00 AM,TR,Jan 06 2020,Apr 29 2020,Engineering Building,135,Laurie L Joiner
OPTICAL FIBER COMMUNICATIONS,10821,EE,534,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Shelby Science & Technology Ct,216,Junpeng Guo
DATA COMPRESSION,10823,EE,614,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Engineering Building,240,Wendi Pan
ST: ADVANCED ANTENNAS,10824,EE,610,2,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,TBA,TBA,Z Maria Pour
ANAL & COMP METHODS ELEC EG II,10825,EE,630,1,Spring 2020,3,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,S104,Sarma L Rani
ANAL & COMP METHODS ELEC EG II,10826,EE,630,91,Spring 2020,3,TBA,TBA,TBA,Jan 06 2020,Apr 29 2020,Online Course,ONLINE,Sarma L Rani
DATA & DIGITAL COMMUNICATION,10827,EE,642,1,Spring 2020,3,2:40 PM,4:00 PM,MW,Jan 06 2020,Apr 29 2020,Engineering Building,240,Adam George Panagos
ADVANCED RADAR TECHNIQUE,10832,EE,725,1,Spring 2020,3,4:20 PM,5:40 PM,MW,Jan 06 2020,Apr 29 2020,Engineering Building,134,Daniel E Lawrence
OPTICAL FIBER COMMUNICATIONS,10834,OPE,454,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 20 2020,Shelby Science & Technology Ct,216,Junpeng Guo
OPTICAL ENGINEERING DESIGN II,10836,OPE,460,1,Spring 2020,3,2:40 PM,5:40 PM,F,Jan 06 2020,Apr 29 2020,Shelby Science & Technology Ct,121,Dennis W Hite
OPTICAL FIBER COMMUNICATIONS,10837,OSE,534,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 20 2020,Shelby Science & Technology Ct,216,Junpeng Guo
PHOTO: DOCUMENTARY II,10839,ARS,455,1,Spring 2020,3,2:30 PM,5:00 PM,MW,Jan 06 2020,Apr 29 2020,Wilson Hall,228,Jose A Betancourt
PAINTING: TRADITIONAL II,10840,ARS,475,1,Spring 2020,3,8:30 AM,11:00 AM,TR,Jan 06 2020,Apr 29 2020,Wilson Hall,347,Aynslee Smithee
PAINTING: CONTEMPORARY II,10841,ARS,476,1,Spring 2020,3,11:30 AM,2:00 PM,MW,Jan 06 2020,Apr 29 2020,Wilson Hall,309,Kathryn J Johnson
PRINT: ETCHING & RELIEF II,10842,ARS,481,1,Spring 2020,3,2:30 PM,5:00 PM,TR,Jan 06 2020,Apr 29 2020,Wilson Hall,355,Kathleen A Baldwin
PRINT: MONOPRINT &LITHOGPHY II,10843,ARS,487,1,Spring 2020,3,8:30 AM,11:00 AM,TR,Jan 06 2020,Apr 29 2020,Wilson Hall,355,Kathleen A Baldwin
PORTFOLIO DEVELOPMENT II,10844,ARS,490,1,Spring 2020,3,11:30 AM,2:00 PM,MW,Jan 06 2020,Apr 29 2020,Wilson Hall,TBA,Roxie S Veasey
INTRO COMPUTERS & PROGRAM,10846,CS,100,1,Spring 2020,3,2:40 PM,4:00 PM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Danny M Hardin
INTRO TO C PROGRAMMING,10847,CS,102,1,Spring 2020,3,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Charles W McEniry
PROF PRACTICES: FINE ARTS,10849,ARS,494,1,Spring 2020,3,8:30 AM,11:00 AM,MW,Jan 06 2020,Apr 29 2020,Wilson Hall,228,Kathryn J Johnson
PROF PRACTICES: GRAPHIC DESIGN,10850,ARS,494,2,Spring 2020,3,8:30 AM,11:00 AM,MW,Jan 06 2020,Apr 29 2020,Wilson Hall,228,Kathryn J Johnson
INTRO TO C PROGRAMMING,10851,CS,102,3,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Deepak Bhaskar Acharya
INTRO TO C PROGRAMMING,10852,CS,102,4,Spring 2020,3,2:40 PM,4:00 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Jacob D Hauenstein
INTRO PROGRAMMING USING JAVA,10853,CS,103,1,Spring 2020,3,11:20 AM,12:40 PM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Truong Xuan Tran
ATMOSPHERIC SCIENCE SEMINAR,10854,ATS,780,1,Spring 2020,1,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Cramer Research Hall,4065,Shanhu Lee
STUDENT SEMINAR,10855,ATS,781,1,Spring 2020,1,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Cramer Research Hall,4065,Shanhu Lee
INTRO WOMEN'S & GENDER STUDIES,10856,WGS,200,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 20 2020,Conference Training Center,126B,Susan Friedman
DYNAMICS,10860,MAE,272,1,Spring 2020,3,4:20 PM,5:40 PM,MW,Jan 06 2020,Apr 29 2020,Nursing Building,205A,Steven T Tillman
DYNAMICS,10861,MAE,272,2,Spring 2020,3,11:20 AM,12:40 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,S105,Farbod Fahimi
MECHANICS OF MATERIALS,10862,MAE,370,1,Spring 2020,3,6:00 PM,7:20 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,N155,Steven T Tillman
MECHANICS OF MATERIALS,10863,MAE,370,2,Spring 2020,3,4:20 PM,5:40 PM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,S105,Judith Ann Schneider
MECHANICS OF MATERIALS LAB,10864,CE,375,1,Spring 2020,1,7:40 PM,10:35 PM,M,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
MECHANICS OF MATERIALS LAB,10865,CE,375,2,Spring 2020,1,8:00 AM,10:55 AM,T,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
MECHANICS OF MATERIALS LAB,10866,CE,375,3,Spring 2020,1,7:40 PM,10:35 PM,W,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
MECHANICS OF MATERIALS LAB,10867,CE,375,4,Spring 2020,1,2:40 PM,5:35 PM,R,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
MECHANICS OF MATERIALS LAB,10868,CE,375,5,Spring 2020,1,8:00 AM,10:55 AM,R,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
MECHANICS OF MATERIALS LAB,10869,CE,375,6,Spring 2020,1,8:00 AM,10:55 AM,M,Jan 06 2020,Apr 29 2020,Technology Hall,N227,Mark W Lin
COMP SCI SEM:ETH/PROFESS,10871,CS,105,1,Spring 2020,1,9:40 AM,11:00 AM,F,Jan 06 2020,Apr 24 2020,Technology Hall,N155,Mary E Allen
COMP SCI SEM:ETH/PROFESS,10872,CS,105,2,Spring 2020,1,11:20 AM,12:40 PM,F,Jan 06 2020,Apr 24 2020,Technology Hall,N155,Mary E Allen
COMPUTER SCIENCE I,10873,CS,121,1,Spring 2020,3,1:00 PM,2:20 PM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,S105,Danny M Hardin
COMPUTER SCIENCE I,10874,CS,121,2,Spring 2020,3,11:20 AM,12:40 PM,TR,Jan 06 2020,Apr 29 2020,Technology Hall,N324,Mary E Weisskopf
COMPUTER SCIENCE I,10875,CS,121,3,Spring 2020,3,9:40 AM,11:00 AM,MW,Jan 06 2020,Apr 29 2020,Technology Hall,N327,Danny M Hardin
